,fbuid,name,introduction,countryside,address,rela,ava,cover,nums_of_friend,nums_of_images,nums_of_videos,nums_of_albums,Label
209,1428990241,DeVaughn Reid,"Make today different from yesterday! As long as you remain unique, inquisitive, understanding, incl..",,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/323465243_682764253543605_7809441488757705508_n.jpg?stp=dst-jpg_s200x200&_nc_cat=111&ccb=1-7&_nc_sid=7206a8&_nc_ohc=qW1qX8wywGgAX-yLeTO&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDe88eXsiUM0_veZHnt7s_bjI7ccRMCBWgKvFuamlcCkQ&oe=64AD8C90,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-6/344587279_199386105767610_2349279926527096645_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=e3f864&_nc_ohc=28yBtG_sEj8AX9h13EU&_nc_ht=scontent.fhan14-1.fna&oh=00_AfDGd0K-M9ed2bgLPIA5XWNn8pQ-sgHQyNPmGKWpxyINvA&oe=64AD130C,,,,,1
210,1024710170,Larry Bailey (Land Lord),,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/352365426_241242775322027_5378521277984926625_n.jpg?stp=dst-jpg_p200x200&_nc_cat=105&ccb=1-7&_nc_sid=7206a8&_nc_ohc=2KxjvQMVRs4AX-eKlL9&_nc_ht=scontent.fhan14-1.fna&oh=00_AfCmkoWPpX5aVdFLZFaIBHinhlNrPxNvMLek5tnDwI7JXw&oe=64AD0487,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/292770038_10221107315085569_2254632572976030406_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=e3f864&_nc_ohc=YHwSOHzCgdsAX8aMhhh&_nc_ht=scontent.fhan14-2.fna&oh=00_AfD99z77nvCg6D6XNyjE_ylVwlbhExfIVf7sAxxwaJTAzg&oe=64AEACD0,,,,,1
211,1032671287,David Kanzeg,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t31.18172-1/14680886_10209461372744554_7163899400177528349_o.jpg?stp=dst-jpg_p200x200&_nc_cat=107&ccb=1-7&_nc_sid=7206a8&_nc_ohc=S7JF_BQkHz4AX9ZRDUP&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBGxIcgdoaxoxXRtzYgHSZENVceAEHPb1m_bkqzplt7sA&oe=64D04BBD,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/351516195_10227158024309783_8948711651194072485_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=e3f864&_nc_ohc=2th-Mx_tIP4AX8B_f08&_nc_ht=scontent.fhan14-4.fna&oh=00_AfDEHxXPP_jSzNpRdntjNGg4ul-kzoETBwND5r3zcFfCDg&oe=64AD5669,,,,,0
212,1050806871,Grizz Fields,,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-1/407581_2897041819060_1802610869_n.jpg?stp=c14.14.172.172a_dst-jpg_p200x200&_nc_cat=104&ccb=1-7&_nc_sid=7206a8&_nc_ohc=i1WGCDOygmIAX8ZQnik&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCnxWJ4F7KpWMx8dQb5HemH4MLZGNrwz6c2qFGG_6h_og&oe=64D04DFA,,,,,,1
213,592041924,Michael Dylan Brennan (mdb personal page),"Attorney, musician, sports fan, foodie, terrible golfer, and Mayor of University Heights, Ohio",,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/341781275_3348117132109461_6197738488663185375_n.jpg?stp=dst-jpg_s200x200&_nc_cat=101&ccb=1-7&_nc_sid=7206a8&_nc_ohc=0mPCZKeJAYgAX8ZReuK&_nc_ht=scontent.fhan14-1.fna&oh=00_AfAAeWwz98fpCmyxbxtuc6LpOY8cDXmG2Yc-XBCItapF1g&oe=64ACE0AA,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/307157856_10159231937341925_6875707189990273041_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=e3f864&_nc_ohc=axqRYKdN7gwAX88nlwD&_nc_oc=AQnOuUFGVO28ASeE5dzXJfAEBu2TJO6RlFSE9jESquAroQd3VOeUngrEZ_jdPhUUV7IYXJm-ziaTBNL1jK4EI8U0&_nc_ht=scontent.fhan14-2.fna&oh=00_AfAu84UUj-vMdw6ZqAaf9mv-hTh5-xuWERPEFH7XfSp8sw&oe=64AD5C78,,,,,1
214,1003546826,Amanda Serowik (Chahulski),Ashland University Graduate: Bachelors of Science in Nursing,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/249545090_10222457662362701_2538191189502139571_n.jpg?stp=dst-jpg_p200x200&_nc_cat=111&ccb=1-7&_nc_sid=7206a8&_nc_ohc=hlFcX2VlDEcAX9MveBS&_nc_ht=scontent.fhan14-3.fna&oh=00_AfA2JwP0GCtgIhNQw2XqPoUiNctkIbL48-nAkDdpAClEEA&oe=64ADF92E,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/328564383_1322214255295803_4070180723676525109_n.jpg?stp=cp6_dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=e3f864&_nc_ohc=rUeGhxlN6E8AX-RpZ_8&_nc_ht=scontent.fhan14-2.fna&oh=00_AfBuQ_XeJPFQFKqOybeIoUXeU2_qwqZs-Pnh8gvubUGZDw&oe=64ACE4F3,,,,,1
215,1.00006E+14,Michael Giau Phan (Michael Giàu Phan),,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/353604003_3409005129321413_9052447665969266510_n.jpg?stp=cp6_dst-jpg_p200x200&_nc_cat=107&ccb=1-7&_nc_sid=7206a8&_nc_ohc=a0M_s_g-3oQAX_224jO&_nc_ht=scontent.fhan14-1.fna&oh=00_AfDXabR92JIxoofdizTJ2YVQgIUPraAlRJOwEQmgEywT-w&oe=64ACE716,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.6435-9/129889307_2749439525277980_6117308383210155422_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=OtwqLrLQGe4AX9aZkEs&_nc_ht=scontent.fhan14-3.fna&oh=00_AfANxVTPxVFeLe0UpBDEdsrBp9FINd8vvhx510gpppSjBw&oe=64D04061,,,,,1
216,1051369461,Judy Ann Kamen,,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.18169-1/10941508_10204815954292619_8963083422588137836_n.jpg?stp=dst-jpg_p200x200&_nc_cat=100&ccb=1-7&_nc_sid=7206a8&_nc_ohc=se6TpKrWNSwAX-oHzVD&_nc_ht=scontent.fhan14-2.fna&oh=00_AfALqDhM5l_d8IajmTs26KW4waknysal6RvNfms3-vrBsw&oe=64D04698,https://scontent.fhan14-1.fna.fbcdn.net/v/t31.18172-8/10506748_10204816120536775_4110332760310869080_o.jpg?stp=dst-jpg_s960x960&_nc_cat=101&ccb=1-7&_nc_sid=e3f864&_nc_ohc=oJingrX1H2kAX8kjiqT&_nc_ht=scontent.fhan14-1.fna&oh=00_AfCe6bh68YNAxGyKCVMZYflKiUfNrCAnQb2Pjtjsdj7k1A&oe=64D0482B,,,,,0
217,1.0001E+14,Isaac Ang,,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.18169-1/25152073_530891663934565_545324817322834611_n.jpg?stp=dst-jpg_p200x200&_nc_cat=106&ccb=1-7&_nc_sid=7206a8&_nc_ohc=MAFoHvcOKGEAX_3FFSA&_nc_ht=scontent.fhan14-2.fna&oh=00_AfAMvI26v1o-1HcxZGeYeH5uxqz_x9YxDQt9HpzFXjDUyA&oe=64D05028,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-9/26055949_539120233111708_897838994420449138_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=e3f864&_nc_ohc=R0SNYeUkdo0AX91YA75&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDgVUtN5rOOlYfM1QokZFlNsYdbqKHAlkZqpxSY-mCs2A&oe=64D02F5D,,,,,1
218,1001206882,Anthony Thomas,"Be the elephant in the room, create dope art.",,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/277557971_10223734158314224_5273234454462113609_n.jpg?stp=dst-jpg_p200x200&_nc_cat=106&ccb=1-7&_nc_sid=7206a8&_nc_ohc=T7Uxd1P_F5YAX_bKvvK&_nc_ht=scontent.fhan14-2.fna&oh=00_AfBFiBQdkVOCnzpyO7evP23FdVnio7e_hPp8xIeamlLmzQ&oe=64ACD860,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.6435-9/50762670_10215404636921395_6164527952487776256_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=e3f864&_nc_ohc=zQZzR5_eMG0AX_6SA2p&_nc_ht=scontent.fhan14-4.fna&oh=00_AfAYG1B1JSa2MFk1T_cr5gkNzRvrcryUQcrPisrIM0PCMQ&oe=64D038AE,,,,,1
219,600500638,Marsha Walker Eastwood,,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/273546942_10160349027025639_7207553594831772353_n.jpg?stp=dst-jpg_s200x200&_nc_cat=103&ccb=1-7&_nc_sid=7206a8&_nc_ohc=9zF8IUJfa0kAX8tLx0h&_nc_ht=scontent.fhan14-3.fna&oh=00_AfB67ZVw8TuCb1xWBxXDX9b4orniuKxDg_qCXHHFM0_hvA&oe=64ADC477,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/276315821_10160420201590639_2416173303532549475_n.jpg?stp=dst-jpg_p640x640&_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=DZh2LR3VHvUAX9mZFQ8&_nc_ht=scontent.fhan14-3.fna&oh=00_AfAFHe_C3oEC7IEiuxxACpgsUwFeNqy8APpg1jUW-P_rTQ&oe=64AD5DC2,,,,,1
220,1051783785,Rob Blum,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/336537352_190598460340499_5819353218370947067_n.jpg?stp=dst-jpg_p200x200&_nc_cat=105&ccb=1-7&_nc_sid=7206a8&_nc_ohc=U2RxOwHlPhsAX_2tVn7&_nc_ht=scontent.fhan14-1.fna&oh=00_AfDHoQN1Hofex8vhfvxOUeygB9HJruUr-zMoGQI6-pNpdw&oe=64AD3A11,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/285573848_10223472058643582_7169411427331628659_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=e3f864&_nc_ohc=lDe1TG3PtREAX8H0ig3&_nc_ht=scontent.fhan14-2.fna&oh=00_AfDTc4opNCdgVtLNn7TijpVF8EPyK0BqRNdydO-APunyQw&oe=64ACD94A,,,,,1
221,1115064665,Tuan Tran,Ăn thịt để tự chữa lành. Tìm lại phiên bản tốt nhất cho mình.,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.6435-1/53155169_10217509210818222_7436870232485920768_n.jpg?stp=dst-jpg_p200x200&_nc_cat=110&ccb=1-7&_nc_sid=f67be1&_nc_ohc=z7FO89gWL5MAX-cSp8L&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCWyabvmp-z3NqKjIQ5ugF3dv3lA_hfRw2bF6rhOVFwXA&oe=64D0421C,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/343100048_182870184670804_8608185631852358443_n.jpg?stp=dst-jpg_p960x960&_nc_cat=111&ccb=1-7&_nc_sid=e3f864&_nc_ohc=YSsu9OBHSaoAX920-vc&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDXIJvO6H2FOFsvQF6u-jXYSLmUqoWjjJ7hlR-XSUqPcA&oe=64ADB3F3,,,,,1
222,1.00011E+14,Gavin Cox,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.18169-1/22406314_504069529963216_4760390314448098610_n.jpg?stp=dst-jpg_p200x200&_nc_cat=101&ccb=1-7&_nc_sid=7206a8&_nc_ohc=fn5G4yJNnFcAX-Ndq7A&_nc_ht=scontent.fhan14-1.fna&oh=00_AfD0egqfV_cWhA_rH3fwoVN9JWY6NKjgLxKrxJVS1SWXxQ&oe=64D04A9E,,,,,,1
223,1830012073,Nguyen Binh Truong,,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.6435-1/37280999_10209621399531701_3756220887745953792_n.jpg?stp=dst-jpg_p200x200&_nc_cat=102&ccb=1-7&_nc_sid=7206a8&_nc_ohc=25pMKflUeRwAX-k7rFr&_nc_ht=scontent.fhan14-4.fna&oh=00_AfAP-ZGUgzT0kwmFAFk5ZpDVd8OI24l3j2-BKUHRYxkYQw&oe=64D0556C,https://scontent.fhan14-3.fna.fbcdn.net/v/t31.18172-8/18449576_10206996045379488_2265660771830579835_o.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=pYU2x3tEQRMAX9rFXUw&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCBjUcFg3cZ73KzKyAYq3gCZ6UxylL18EiCUhndJbdD1w&oe=64D028B6,,,,,1
224,1032977808,Jordan Jrock Rogers,,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t31.18172-1/893016_4589591251144_1575664792_o.jpg?stp=c14.21.172.172a_dst-jpg_p200x200&_nc_cat=102&ccb=1-7&_nc_sid=7206a8&_nc_ohc=sJMKC1HQ62EAX9WSTiV&_nc_ht=scontent.fhan14-4.fna&oh=00_AfA53n-eDENH4BKlKvGoEH3tjE99cB5wkcE-tNzr3bFsNg&oe=64D02C6A,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-9/561375_3830118704805_1696142716_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=e3f864&_nc_ohc=Ls46Hf61lwsAX93pEJ9&_nc_ht=scontent.fhan14-4.fna&oh=00_AfCTDuKANFZe6XRzBal-HD_h38v9L_h9w-P06cjla8q5dw&oe=64D02A35,,,,,0
225,1032393093,Gil Gotlieb,Northern Ohio's moat trusted mold and waterproofing company. We have done over 9000 projects,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-1/891_1066257049972_403_n.jpg?stp=c14.14.172.172a_dst-jpg_p200x200&_nc_cat=109&ccb=1-7&_nc_sid=7206a8&_nc_ohc=I_u6COyibOMAX_4bBn3&_nc_ht=scontent.fhan14-4.fna&oh=00_AfAoP-6O465vNGJFCMAAzUkT1E_72aoNd7mk0GZP2Mo1RA&oe=64D04F23,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.6435-9/32407080_10214827883743966_1539928728337907712_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=e3f864&_nc_ohc=0ICK4Y9GT6gAX_6oN3i&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCJosiINbq1YAjCxpUDgc2QnpjLr1Uowg6GsGOuORbq0g&oe=64D02D7A,,,,,1
226,1021719017,Larry Beam,,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t31.18172-1/1015598_10200549759719433_1335044811_o.jpg?stp=c14.14.172.172a_dst-jpg_p200x200&_nc_cat=104&ccb=1-7&_nc_sid=7206a8&_nc_ohc=VS5-hlHZftAAX-gAHfT&_nc_ht=scontent.fhan14-3.fna&oh=00_AfB6onh-1tWYZz1dJMW2ofp_J-bbgrl5IC5NGmsNI0INDg&oe=64D0382A,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.6435-9/104300461_10220347971822362_7537152393800506439_n.jpg?stp=dst-jpg_s960x960&_nc_cat=100&ccb=1-7&_nc_sid=e3f864&_nc_ohc=qCwS8GuXTK8AX8dCbxc&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCH_PU2wMHYP22dK0bmPs9JhHYiiQC5yO6JEYkc8cRhGQ&oe=64D04FF7,,,,,1
227,1043991375,Virginia Washington (Edge),"Call (216) 691-9227 to get a ""Free Insurance Quote"" SR22, Car, Homeowners,Commercial Insurance in OH",,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-1/29595540_10213483640099101_2987888547720610728_n.jpg?stp=dst-jpg_p200x200&_nc_cat=102&ccb=1-7&_nc_sid=7206a8&_nc_ohc=ihG_Al1IatoAX9ycJTS&_nc_oc=AQlMej0VfuoUCLpIDL49YAEE2eWLbUVSAFTatqORj4v9QSBh-6AudSKs1r-UZPUy_A6gP1maoymKgsvGS2zWkSYf&_nc_ht=scontent.fhan14-4.fna&oh=00_AfBo4kMvqkFdZ8ifOxEk_7va2zGQdmbeT0hfZ1sPTYsdWg&oe=64D028F6,https://scontent.fhan14-3.fna.fbcdn.net/v/t31.18172-8/29355038_10213483649259330_955691139072591931_o.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=L42tKmjwV70AX97y0vY&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDcL-cWHMiBUQV_Xk9P7jZpt-U7x9srY0kwFGDwAr7gjQ&oe=64D0478D,,,,,1
228,1.00001E+14,Dawn R Marie Geyer,the attitude in ClevelandRecycling Matters!!,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/272632456_5425859030775442_825155080967898447_n.jpg?stp=c0.0.200.200a_dst-jpg_p200x200&_nc_cat=106&ccb=1-7&_nc_sid=7206a8&_nc_ohc=M1rAVlZa1aMAX-RIWCC&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCuAufmeqXGo4eKjB6pbFQTzKk1FkcuOwyrZRq_2GnwiQ&oe=64AD89AE,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/273758793_5496442623717082_8001244746746636402_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=e3f864&_nc_ohc=vtZwYrZo8EAAX-vyxX3&_nc_oc=AQk5c-nOgFtO9863evb31baiQfJZk7YPVLlmtxRzh96zbkjVsUPKLHbEQu2NdOcvvgR-zWhddJznBred9ErjK-eO&_nc_ht=scontent.fhan14-2.fna&oh=00_AfDJGupWwIeMxenpKN7yjee1BpPhpWSzPRti2NjYrHgMkg&oe=64AD16E7,,,,,1
229,589062011,Will Hanson,,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-1/329938330_2055818971422934_6083680949928766573_n.jpg?stp=cp6_dst-jpg_p200x200&_nc_cat=109&ccb=1-7&_nc_sid=7206a8&_nc_ohc=PALjUNATBCUAX_Cmf55&_nc_oc=AQmvUrBFcnS36ZwoAhd29BjkY7FVLEXfjlrgw800Vi0tKGaWjafGNeZo-F3MNV4SMUIiNc0-2Q4dlezhNtjfQJ6j&_nc_ht=scontent.fhan14-4.fna&oh=00_AfABucO9tzXE_fDdt7RDIm5mNYZhpqsHqyaO9qHu1rNTEA&oe=64ADEEC6,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-6/330640930_919012045968884_1615168680623564278_n.jpg?stp=cp6_dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=e3f864&_nc_ohc=OWuJ51vUsd4AX8-zYea&_nc_oc=AQkmnPv_bC7y9by-VYf8Oo2CMi2SaeOOuDc-LszEC5gjeOi7_Zt9EfpBU6j38Ax--vwvKe-bsw_hboNXmLFscdS3&_nc_ht=scontent.fhan14-1.fna&oh=00_AfCEArtuqO4OgE623RlYXjBq45s1WXDitscMnO0iwq8wnQ&oe=64AE1E2D,,,,,1
230,1052266301,Quentin E. Spencer Sr. (Bespoke Tailor),,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-1/346055819_2149521315247725_956884841416570555_n.jpg?stp=dst-jpg_s200x200&_nc_cat=109&ccb=1-7&_nc_sid=7206a8&_nc_ohc=xz7OAA6zuXQAX_V8I8Y&_nc_ht=scontent.fhan14-4.fna&oh=00_AfCOIF4VwxILCYcGuGpHpZpyKkZuSPRzREzMu6itnTttSQ&oe=64AE928A,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/255649071_10223291502489807_5830833886056607486_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=e3f864&_nc_ohc=H9__KQEONVMAX8TVS9e&_nc_ht=scontent.fhan14-4.fna&oh=00_AfDQ7qxypWaYGOFZVd5K6N84VYjYG0Y9RHRtM9r-rCu_9g&oe=64ADE743,,,,,1
231,600244199,Joseph Anthony Peters (Darknessdemonpony),,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/290665866_10159098614489200_2025247644126176355_n.jpg?stp=dst-jpg_p200x200&_nc_cat=101&ccb=1-7&_nc_sid=7206a8&_nc_ohc=954iqaUD2m0AX91gpY9&_nc_ht=scontent.fhan14-1.fna&oh=00_AfDxsfgLAYdoUOTYs4izC9vrbczsJFlAtNtkZifePItZQA&oe=64ACF23F,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/244644774_10158672208014200_5656502193239655199_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=e3f864&_nc_ohc=i-cfHn-uKtoAX9s3Bvp&_nc_ht=scontent.fhan14-3.fna&oh=00_AfAjFM2g275Igcabm30Fj-lYUu4HU_Z58C3_kuDgfLxigA&oe=64ADB091,,,,,1
232,1.00005E+14,Tiffani Flahan,"I just want to make money, keep a smile on and keep a positive mindset. 🤑🎱🌤🍄🐬🦋🙈🙉🙊👑💋💪♓️☮️⏳",,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/343703831_2029014850776458_4715387175611555415_n.jpg?stp=dst-jpg_p200x200&_nc_cat=100&ccb=1-7&_nc_sid=7206a8&_nc_ohc=lERDufkuptwAX8Sk9Pn&_nc_ht=scontent.fhan14-2.fna&oh=00_AfBIw0cWzQlzZFQ6rlDLR0MAZGuWiG4220XFfL9c_Wr-AA&oe=64AD13BE,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/241804458_1978380022333331_3767435488668332274_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=e3f864&_nc_ohc=tb4pzifV9eoAX9ekaiw&_nc_ht=scontent.fhan14-2.fna&oh=00_AfAJBVUR05wj0ivKxSSHXSoFm9QCV_tyNLD9KeDAi_EEVg&oe=64AE2657,,,,,1
233,1.00005E+14,Jane Daniels,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.30497-1/143086968_2856368904622192_1959732218791162458_n.png?_nc_cat=1&ccb=1-7&_nc_sid=7206a8&_nc_ohc=qovvqGMyZjYAX_oP8Ic&_nc_ht=scontent.fhan14-1.fna&oh=00_AfC1B9_9TCCsGJDMMNKMG82J93YBGMLjhTNhsaZb_Rgfag&oe=64D024F8,,,,,,0
234,822853808,Therese Brennan (Raine Dovetail),Reiki Master/Angel Reader/Doterra Wellness Advocate/Beauty Consultant/Disabled Activist/Homemaker.,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/323900374_841277893832104_6256793080296475413_n.jpg?stp=dst-jpg_s200x200&_nc_cat=111&ccb=1-7&_nc_sid=7206a8&_nc_ohc=wqS3EndDRzwAX_vJYU1&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBiSNgIMHvaG4_nY-nDW_WHKJo7bGz9dKX19OUfYgoGtg&oe=64AE0001,https://scontent.fhan14-2.fna.fbcdn.net/v/t31.18172-8/14556491_10154689413758809_3345623181204908122_o.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=e3f864&_nc_ohc=isKLrwHI6soAX91kh-G&_nc_ht=scontent.fhan14-2.fna&oh=00_AfDMCtq0TtNUOOq46XhgPWyG_4gT8fxgGJ8jZJABoGppBg&oe=64D044BA,,,,,0
235,1053314584,Matthew Bomkamp,,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-1/358480249_10227063902917495_51175839203070987_n.jpg?stp=dst-jpg_s200x200&_nc_cat=102&ccb=1-7&_nc_sid=7206a8&_nc_ohc=uFn81eEiW4MAX8UuOpy&_nc_ht=scontent.fhan14-4.fna&oh=00_AfA-BFPKWL9BGI0yMUVQGAQ1wfjbLSAzdGmULxZ39uhl1g&oe=64AD16C1,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/347593182_10227063901237453_4156887480870268879_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=DA4ijLu4EPoAX_GorD6&_nc_ht=scontent.fhan14-3.fna&oh=00_AfC-IlWKYqVHbnfOMgQV6hFhG3lXBeV6jCLpxko9N5rfFQ&oe=64AD268F,,,,,0
236,1033536521,Tom Bariether,,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.6435-1/81211980_10218032633900755_7502691525420122112_n.jpg?stp=dst-jpg_p200x200&_nc_cat=106&ccb=1-7&_nc_sid=7206a8&_nc_ohc=nFrwZJpe0YsAX8cExLR&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCDJeNYwYoqNGPjV5OYqeoyWzEqNSiR2yrHY707ZUm2hA&oe=64D02AF0,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.6435-9/40390823_10214470994461995_1412032255894749184_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=e3f864&_nc_ohc=_wqod6SqOtQAX81fGoc&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBMGWiphPHGtoZ5Za79PursQ1dHdAxAsbFI1WKY3r0Wkg&oe=64D0328C,,,,,0
237,1.00005E+14,Ngô Đình Phương Thảo (cỏ thơm),"Ba nỗi bật hạnh của một người phụ nữ, yêu nhầm người ,lấy nhầm ck , béo nhầm chỗ 😂😂",,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t31.18172-1/29745124_903101493203606_8947836162569842731_o.jpg?stp=dst-jpg_s200x200&_nc_cat=106&ccb=1-7&_nc_sid=7206a8&_nc_ohc=cPvtTKeJet8AX9yh1PO&_nc_ht=scontent.fhan14-2.fna&oh=00_AfB3tlBQvvUYIugv9ITLsPKIWP97gf9V7fZZSW17P7Xvww&oe=64D05493,https://scontent.fhan14-3.fna.fbcdn.net/v/t31.18172-8/29872698_903438683169887_3749833398631211599_o.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=e3f864&_nc_ohc=2WwT7FWN_P8AX-JmiHd&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDKJKZOCEiyFqRhovdjk8cAsBqAzT9qBf8z54I8J2NVjQ&oe=64D03F46,,,,,1
238,80700637,Dink Simmons,,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/355708276_10100438498862368_7829702660276487380_n.jpg?stp=dst-jpg_p200x200&_nc_cat=108&ccb=1-7&_nc_sid=7206a8&_nc_ohc=dUtU3INE_DMAX_76m2D&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCLjg3a0-fKaRubuRAKiJzdpcT5O65CI_Z1LHG6rld3QA&oe=64AD6AF2,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.18169-9/407313_554570340238_1345147066_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=e3f864&_nc_ohc=BB8FZ8uyjgQAX-WpwAk&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCpSWx-LKwuzmQrC46pxynk5Tz-cai5aD5Mrz0fHffl_w&oe=64D0505E,,,,,1
